ImageId,Lat,Long,Confidence,Quality,Feature
509032733564434,77.602212745345,12.98097289009,0.576125621796,0.86057692307692,Port of Subs
259237469281460,77.606204406531,12.971507392449,0.639275789261,0.84103840682788,Great Wolf Resorts
311113300480851,77.6012655,12.968602833333,0.733006954193,0.54337855297158,Hong Kong FC
311113300480851,77.6012655,12.968602833333,0.572882711887,0.54337855297158,FC Luch Vladivostok
484966745887619,77.60910051882,12.973062889663,0.575703382492,0.96878612716763,Sunnybank State High School
484966745887619,77.60910051882,12.973062889663,0.56073641777,0.96878612716763,Brother Records
774805316509911,77.607823757717,12.975123837858,0.556745052338,0.73174358974359,Aerolíneas Argentinas
122628583163489,77.59465204559,12.987385047612,0.687136888504,1,TCL Corporation
462320398329882,77.593528055556,12.988923055556,0.591996669769,0.57745726495726,Unidos de Padre Miguel
905682859977203,77.605854760474,12.96881883083,0.753241181374,0.86976744186047,Prosegur
309023580596377,77.610295778213,12.970302812767,0.584218978882,0.67492352211658,Marin Theatre Company
473367773993564,77.614772468878,12.97930786853,0.684188485146,0.81951219512195,WJXT
369685034379222,77.607613,12.97436,0.636565446854,0.96666666666667,Kroger
296437408630955,77.613516388889,12.973805,0.639789521694,0.71659232827832,Our Lady of Mount Carmel Secondary School
982736762490827,77.591206580473,12.95384406579,0.573280751705,0.94444444444444,Juize
300420728366471,77.576969331203,12.969066356321,0.559955000877,0.950713838011,Jamnica
300420728366471,77.576969331203,12.969066356321,0.551668226719,0.950713838011,The Coca-Cola Company
467992334276800,77.6020061,12.9955409,0.559126973152,0.60347222222222,Tattersalls
319112523088942,77.581641393255,12.963504926686,0.87902545929,0.61057692307692,Hindustan Petroleum
287904813004288,77.610390977458,12.969679757895,0.675511181355,0.59087354103483,Outdoor Research
287904813004288,77.610390977458,12.969679757895,0.607408642769,0.59087354103483,Fitbit
136754041802663,77.581626130824,12.979153287164,0.798689842224,0.653838838011,Tampereen Pyrintö
319018976259935,77.610327370172,12.970222276441,0.685577332973,0.37178650348462,HomeStars
145391917600140,77.595844293605,12.981457559302,0.599475562572,0.27090380549683,Thomas Cook Airlines
365397978224124,77.607975198331,12.974953070934,0.731174230576,1,Pantaloons Fashion & Retail
365397978224124,77.607975198331,12.974953070934,0.571860611439,1,Saturn
311179710520284,77.606030475665,12.97143260076,0.581565201283,0.64877136752137,Krispy Kreme
156737703048772,77.57060305,12.98083929,0.586543560028,0.87884615384615,Stone Brewing Co.
873054143244353,77.596011841742,12.985652466317,0.968526601791,0.9375,Vivo
256214282909245,77.604044,12.975958,0.591595947742,1,Maria B
308929983920486,77.60449964,12.97577548,0.569828391075,1,10.Or
323539409382915,77.582739243422,12.957445592938,0.764721274376,0.85688136526287,ATCO
323539409382915,77.582739243422,12.957445592938,0.576584458351,0.85688136526287,Motul
133296675498446,77.588450292674,12.98538013844,0.60734140873,0.92503612716763,Mr Lee's Noodles
215268706691261,77.604425595379,12.970644546158,0.726882815361,0.6275215789763,Perimeter Institute for Theoretical Physics
292844048978506,77.580121597347,12.970747388911,0.577790260315,0.91323057161207,Polonia Warszawa
461111358295289,77.591088055555,12.953993055556,0.902928233147,0.68568376068376,Coca-Cola
245750614000136,77.606977,12.974554,0.877399086952,1,Lacoste
245750614000136,77.606977,12.974554,0.595569729805,1,Magadh University
295954542015311,77.580128973422,12.973453402531,0.567999839783,0.77053140096618,Wittenberg University
325561955670214,77.606788814215,12.970676695558,0.63144248724,0.087151642395545,Freshii
